,name,account_id,season,rank,assists,damageDealt,days,headshotKills,heals,kills,longestKill,longestTimeSurvived,losses,maxKillStreaks,mostSurvivalTime,rideDistance,roadKills,roundMostKills,roundsPlayed,suicides,swimDistance,timeSurvived,top10s,vehicleDestroys,walkDistance,weaponsAcquired,wins
0,Mr Bungle1971,account.a97ee9b615f1440e884fd9e159f74187,xbox-01,331,55,103841.39,59,200,1196,777,270.01196,1934.357,876,6,1934.357,316256.84,9,9,881,4,4723.466,825392.44,117,50,1501004.8,5661,5
0,matheusmagool,account.9a49a1c15e54446d96b53dbf0f5ebe32,xbox-01,332,43,42106.867,111,56,2179,271,141.60785,1955.657,1830,2,1955.657,1177115.8,13,3,1831,40,45787.766,1814703.5,324,2,2442988.5,8073,1
0,jaketjriley,account.6ba39d9edf4b47f29385774633bcf7a5,xbox-01,333,184,313108.47,115,577,1894,2608,315.21466,2052.434,1299,5,2052.434,428339.97,12,16,1343,21,9322.916,1033119.06,215,43,2070151.4,6213,44
0,L1g3rSty13,account.3f1df34cd69044ccb88865bdb813cd28,xbox-01,334,71,109395.195,82,221,2602,884,460.26352,2189.138,778,3,2189.138,1797387.9,20,8,810,27,14215.452,965539.25,275,15,1566179.8,4905,32
0,YoungGoon PUBG,account.d02c5e9c960f42ccb138778a67a0cd74,xbox-01,335,156,301314.06,93,612,1646,2728,422.27682,2154.637,645,11,2154.637,1824563.0,23,24,762,13,1221.8987,851555.75,260,54,1216863.1,4563,117
0,ThinGibbon39555,account.0604be9a00334558aca5eafba61ffd97,xbox-01,336,45,133340.78,118,251,2016,1010,206.52237,1833.549,2809,6,1833.549,1835826.0,25,6,2809,26,11960.155,1715057.6,96,66,2374061.8,10607,0
0,DeerSlayer2436,account.47e8f3877ca44d7da3b7bdc82563c31f,xbox-01,337,71,111454.43,85,219,985,868,336.04822,2174.965,927,2,2174.965,621024.1,16,9,945,9,25456.932,961115.1,249,6,1675522.0,6876,19
0,CureCFdad1,account.91bd5f5df7664658beaa17ade1b53c1a,xbox-01,338,146,301800.22,95,497,2380,2528,370.41183,2078.631,1876,7,2078.631,512528.9,8,12,1896,35,5303.9644,1316664.9,228,18,2130970.8,8756,20
0,AZTrogDog,account.174f0e7877a143a2918f7363cea3224c,xbox-01,339,46,86487.02,60,136,2106,720,302.01862,2186.008,830,3,2186.008,587071.1,16,12,840,38,8817.532,915583.0,165,7,1324409.4,4102,10
0,R4ni3l,account.b424e009755f44a39e50d578102c742c,xbox-01,340,73,115328.79,86,127,1156,807,411.7535,2033.162,1238,2,2033.162,568769.2,11,6,1241,16,2289.274,954599.8,118,11,1208248.2,5680,3
0,Busydannileeb,account.19ae5dfac1094d10bc898cea1645aafc,xbox-01,341,77,183142.25,76,271,854,1576,311.62357,2003.153,817,2,2003.153,350004.56,3,10,833,3,1244.6322,768366.4,137,14,1300346.5,4042,16
0,TrueRealest,account.b31d6cc47ef0494d92abc4a7edb70916,xbox-01,342,58,136976.16,89,288,810,1152,335.58017,1984.368,831,2,1984.368,712014.06,8,11,844,27,9094.266,700146.8,128,42,1124086.0,5082,13
0,DenilsonLeao,account.10c1927b931040618fe8daf272fb932e,xbox-01,343,119,204556.06,105,377,1393,1701,341.13284,2195.164,889,5,2195.164,888303.94,20,12,949,28,11203.803,979333.94,338,8,1486200.5,5079,60
0,whatsHISname44,account.f53cb5bf46b24160b94d1bc1c2957bd2,xbox-01,344,45,125636.19,115,205,1427,1055,244.06659,2182.606,1399,3,2182.606,1042627.8,4,6,1405,11,17297.008,1375329.1,272,8,1483827.9,6209,6
0,ten8pop,account.64bb3c252a8f47798efcff167249f487,xbox-01,345,135,298233.78,105,639,1515,2478,348.1797,2189.632,1113,3,2189.632,956633.94,23,13,1133,28,4105.9595,892489.0,138,51,2031275.8,6071,21
0,Monkified999,account.6e540cbbeef14db692115dcf117dca7b,xbox-01,346,43,87788.71,90,170,2561,757,215.94833,2177.595,836,2,2177.595,565404.06,13,7,847,8,2963.991,866769.0,159,10,1362635.1,3959,11
0,XxHypeNotizerxX,account.970e7b96fc024e86b754417e6bf14d7a,xbox-01,347,196,354972.75,86,745,1037,3118,396.64636,1999.625,735,5,1999.625,555266.0,17,19,789,7,1747.272,678765.56,185,30,960097.5,3719,54
0,iWhyte1MIXER,account.1413186eada14df09de1fce10de51b26,xbox-01,348,90,235544.6,61,444,999,2095,309.23743,2035.475,849,3,2035.475,436278.7,39,13,880,9,1488.2928,727472.25,166,25,1114815.6,3092,31
0,psychodethclown,account.0af704b5a738428689906d9b25e78e36,xbox-01,349,94,176537.88,90,364,1335,1443,295.01,2123.117,1062,6,2123.117,511509.66,16,9,1069,20,4383.319,809268.9,86,28,1307103.0,4449,7
0,Rob Direwolf,account.c4207e3bc9ed44a8a466d10d0bf6417b,xbox-01,350,75,132677.36,68,243,1519,1069,387.26382,1984.811,1779,5,1984.811,1301215.0,30,7,1787,58,15613.846,1418500.2,196,61,1855431.4,8344,8
0,Col Nightm4re,account.916a74d1d56b495c92e4505c573e54dd,xbox-01,351,76,106212.914,111,168,1978,734,352.3013,1954.018,1788,6,1954.018,107944.72,0,8,1793,23,21294.691,1506185.4,211,5,2264366.2,6507,5
0,TCHOPPER666,account.8da6c44c29e642bbbb9fde37617073e9,xbox-01,352,62,88017.91,64,172,1010,658,372.43048,1946.885,775,2,1946.885,291963.62,6,10,785,3,6484.4404,830574.44,132,27,1351202.5,3278,10
0,ChurchBaller,account.8c55d6e5380044f7915eb0d518e83bab,xbox-01,353,111,221833.48,62,523,1328,1926,347.97543,2130.984,742,5,2130.984,1141667.2,31,14,789,9,3657.1133,672685.8,147,48,967325.25,4128,48
0,KinglyCentaur97,account.b2ea43c950234d36820723498f182cd1,xbox-01,354,89,136643.52,93,281,4245,1191,291.04553,2188.966,1219,8,2188.966,741044.56,11,10,1228,37,16372.624,939654.9,131,24,1334056.9,6633,9
0,dangitbobby75,account.7a9dcdd4acad45698fb6d7eba87b3704,xbox-01,355,132,254965.83,107,368,1432,2050,450.95364,1999.532,2062,2,1999.532,730370.75,11,9,2067,22,4476.6035,1377968.5,167,12,1607274.2,9902,5
0,ComeGetSome727,account.7ca6444cbda64f5fa65a44b218cd0cf9,xbox-01,356,247,290756.38,102,434,2245,2391,417.00934,2187.769,1660,11,2187.769,3257207.0,405,13,1676,58,10515.031,1469261.2,337,32,1762702.5,8565,16
0,wtkjelu,account.def85ddea3ba4fbda2186f54cfde464f,xbox-01,357,85,116284.48,108,225,870,850,422.35742,1987.762,1789,7,1987.762,758836.06,12,7,1791,15,44989.562,1527848.1,133,2,2855446.8,5427,2
0,Wignuts999,account.7e3adc5ba0cf4605a76793ca01337c9b,xbox-01,358,109,184544.75,98,363,1147,1597,414.5545,2196.267,596,3,2196.267,1218427.2,19,11,665,7,7647.153,793262.06,256,25,1410399.0,3984,69
0,Batoosai7,account.9610ea9ebd504597a9570b4fc380efc1,xbox-01,359,98,162189.61,117,278,2405,1363,351.8625,2176.773,1445,3,2176.773,764704.2,18,9,1472,22,10400.669,1296445.9,231,30,2044187.8,6809,27
0,Game God King,account.dfd4b25aeff54fc0a58c73fb16616aee,xbox-01,360,105,188419.6,90,272,775,1658,464.6967,2187.482,544,2,2187.482,752577.7,10,13,626,7,4466.6724,707062.6,285,6,888091.2,3064,82
0,SilentBessey,account.bde508d661ee4766a7a792f459e8a562,xbox-01,361,202,536383.44,110,1145,1693,4907,452.33368,2188.063,989,3,2188.063,1034620.6,45,18,1138,21,1893.1388,1093754.5,374,43,1979559.0,4827,152
0,Llagartpo,account.bc15ff13e8124c5bae44c71ec3676aa6,xbox-01,362,62,99768.25,114,153,1540,765,163.3812,1950.378,2534,10,1950.378,1307443.6,24,10,2535,98,12562.41,1372286.4,77,36,1750246.2,9396,1
0,xxSMOKExxx,account.c1244f151b3841d0991aa83adbf35734,xbox-01,363,46,82928.41,83,129,1517,669,389.75046,1967.609,706,3,1967.609,910086.56,3,6,732,17,6353.351,880148.56,276,12,1383941.1,5201,26
0,DazedRelic76,account.48e2b39babcb45b2879eb841610ce0f9,xbox-01,364,98,139475.25,112,249,2576,1081,336.1661,2176.652,1139,3,2176.652,1587522.2,11,11,1159,32,4740.156,1233066.5,260,52,1930579.8,6202,20
0,ShockedPrism594,account.d302b3197c5e49538f2816f8f3bbf37f,xbox-01,365,181,380573.56,109,541,2169,3227,227.06285,1942.872,2086,3,1942.872,404193.0,10,11,2106,15,4935.4185,1218519.9,154,12,2338030.8,8505,20
0,bredfieldtough,account.948d55dc6f054a4bbd89dd4b9e26686c,xbox-01,366,93,109266.07,107,160,3089,796,330.3203,2181.572,1929,2,2181.572,2056483.2,51,7,1947,51,14934.394,1864739.6,288,22,2870541.8,9741,18
0,Rocky IVs,account.297115732cdf47eeba57f2ccc576715a,xbox-01,367,34,67078.16,96,159,4293,586,220.8266,2008.675,1111,2,2008.675,712767.06,5,6,1120,20,8460.778,1161943.1,138,3,1882024.9,4547,9
0,GarishTrout,account.15004b787da346bea809298ae32e7bec,xbox-01,368,89,124107.28,119,205,1063,1029,168.68079,2190.526,1127,2,2190.526,635499.1,3,8,1155,10,8821.502,1305700.2,297,2,2334687.2,5543,28
0,hyatt90,account.57618d70c46046b28cc75d329a3b33cc,xbox-01,369,171,330626.56,99,807,1489,2802,598.8437,2175.34,918,3,2175.34,1381147.8,11,16,992,19,4168.8213,962260.4,255,81,1864425.1,4774,74
0,Felsbienchen400,account.2d77ed660a14469f9e363f5cbf4d7a4d,xbox-01,370,111,208853.14,91,364,1519,1921,550.4878,2018.383,936,8,2018.383,2467196.0,371,12,960,29,8660.34,1012120.9,294,8,1857513.0,5273,24
0,Safuu,account.df740d1627ea4dcbad1bacdc70fc7d4e,xbox-01,371,66,175170.89,58,295,889,1556,232.65532,2126.628,1584,3,2126.628,661470.7,2,12,1592,14,2612.964,746957.44,99,4,1036413.56,5218,8
0,Farls1998,account.a51dc57a5d914754a44a2e351bc473ba,xbox-01,372,96,169185.28,113,272,1717,1362,390.8575,2198.527,1166,6,2198.527,3463362.0,138,8,1188,31,11265.021,1188165.2,305,41,1867364.6,6691,22
0,loveurb69,account.6ee490cd6db544af88662fd59cd11f95,xbox-01,373,118,165433.19,87,254,1857,1381,465.00818,2185.069,1472,4,2185.069,1256391.8,29,11,1513,28,9477.864,1178093.5,204,13,1311752.1,4967,41
0,northpower73,account.1b8137dacb114e6abff37acdbf1bdc13,xbox-01,374,43,43060.055,94,87,1323,276,295.3815,1980.448,1355,1,1980.448,2818985.5,17,4,1355,61,10470.428,1271491.8,164,18,1921349.1,5352,0
0,ThE4Pu2ff0,account.26d9f2a4200e46a99ab710c02c4830ca,xbox-01,375,93,263987.06,114,489,1416,2324,378.33542,1965.341,1607,4,1965.341,447894.56,5,11,1620,22,6400.8833,1020438.2,141,15,1794055.2,6243,13
0,smokey420smoke0,account.210c126e6e6c4959aa29248572f0bd3d,xbox-01,376,99,149074.11,99,273,794,1169,561.2505,1989.704,1243,4,1989.704,899330.4,18,13,1256,54,12904.117,1040383.3,155,25,1554637.4,5070,13
0,tomDOODS,account.c55a354506574066aac0dcc2b408674a,xbox-01,377,171,354273.62,114,871,2178,3151,353.13086,2010.506,1080,3,2010.506,1050377.9,22,15,1154,14,9877.876,959730.6,265,52,1623534.9,5194,74
0,CoolSIGGY0369,account.f7e677e0f150430bb30e022b1b70ac17,xbox-01,378,80,138375.64,117,241,995,1150,390.81668,2188.373,1250,2,2188.373,3266863.5,33,8,1285,34,12649.088,1348302.4,353,15,1879042.8,5983,35
0,WickedWolf333,account.8ef7ca94ff4d4a14ab996a665158a2bb,xbox-01,379,70,112679.22,108,253,889,882,379.94257,2187.499,1176,6,2187.499,1301654.9,19,9,1202,24,6279.5557,1311804.8,250,21,1705643.8,4906,26
0,lllMemes4life,account.8df87a89692f477fa89fb8314941a1a6,xbox-01,380,109,202446.6,101,408,1347,1644,524.12335,1968.446,1672,7,1968.446,679449.25,4,11,1688,46,14601.887,1025719.2,97,19,1704522.4,5940,16
0,ComeGetchaSome7,account.a5889802ddcc4f8abf2d01e50b78febc,xbox-01,381,61,91130.28,55,197,1698,759,281.94412,1978.13,821,3,1978.13,737776.9,8,13,842,28,3670.5408,835515.4,138,7,1114764.9,4314,21
0,Chuke Smoke,account.d43b6aceec5046189b91f50a3d327e24,xbox-01,382,108,250141.08,103,366,1306,2019,523.09814,2025.638,1988,4,2025.638,531163.75,12,12,1996,21,3463.8718,1138024.5,78,8,1498990.1,8329,8
0,MikeGuns10,account.f103bbca4645427cb1800c6e053fd10f,xbox-01,383,91,222485.55,55,417,1394,1987,325.1793,1998.902,1120,4,1998.902,270852.28,6,12,1130,7,2366.001,571318.2,74,8,981588.4,4552,10
0,HungryMonkey420,account.06301e82276743f285bf8ad8da8e9adb,xbox-01,384,146,241913.36,111,429,2285,2076,319.4799,1975.63,1151,5,1975.63,815434.7,10,12,1171,33,13423.488,1065116.1,203,43,2105446.5,6853,20
0,Marvin Slayer,account.c738c3a43b974de68b599a3986db5a63,xbox-01,385,62,64173.355,58,104,689,516,296.6361,2179.263,561,2,2179.263,918321.0,9,8,582,11,7698.598,783710.06,263,2,1033337.56,2850,21
0,Mekquake,account.844378db3dc3472d99644eee5eb580ab,xbox-01,386,109,123192.5,100,175,1528,949,386.75348,2067.432,892,3,2067.432,3616933.0,46,8,911,26,1695.7539,1013704.94,242,90,1220705.8,4494,19
0,wizardO3,account.7517541f32504bd5aa2228b31a96c339,xbox-01,387,132,300778.56,77,734,4199,2639,411.33133,2025.993,1528,3,2025.993,1441246.2,22,11,1562,62,16885.518,1086873.4,211,106,2056969.1,7933,35
0,Kira Cosplay,account.cda4df839e844ee69692e58cf1f3db26,xbox-01,388,83,147866.06,109,236,2866,1293,359.8549,2187.187,1514,7,2187.187,2636525.5,174,11,1519,72,17509.363,1222204.5,99,126,1582801.5,6861,5
0,BamzortheOg,account.726f2d41b9b7409090be3369123adef8,xbox-01,389,58,87258.125,57,133,1339,690,248.19286,2181.875,715,3,2181.875,804149.5,11,8,725,19,14351.777,727506.7,149,16,1266133.6,3504,10
0,SNIPER8541,account.6f24faa4f4ef4fad9f3971250eb19577,xbox-01,390,73,123293.65,112,193,1367,958,430.2098,1979.856,999,10,1979.856,2025828.5,15,10,1016,35,7402.6777,1031861.3,210,49,1442664.1,4317,17
0,alpha icon,account.5d3f9349e9b44d9082054f26955debd9,xbox-01,391,78,148005.3,105,245,912,1227,295.0052,1990.427,1227,3,1990.427,388106.2,6,9,1240,13,5194.8057,964442.06,179,6,1475816.2,3688,13
0,Gelsinho7,account.7f8a5e2cc00b4ce28ca98fe48b220c5a,xbox-01,392,85,178117.17,117,282,1105,1390,426.42657,2184.434,1262,2,2184.434,679606.7,27,14,1282,24,4827.751,1094361.0,239,19,1641455.2,5633,20
0,MaxiMagoo,account.48b18ce4bd5045db8723f9baed19240a,xbox-01,393,102,119110.86,110,236,1367,846,449.39413,2137.073,1543,6,2137.073,3036106.8,66,6,1556,60,12573.497,1475579.1,413,114,1864954.4,7008,13
0,BigChillin23,account.4370ed51d0514c979eeed724aa96c89f,xbox-01,394,115,181279.73,109,301,1864,1428,269.746,1978.254,1441,6,1978.254,1479050.0,42,10,1451,42,15179.701,1049997.8,153,50,1667496.1,6212,10
0,stabeduhaha,account.360efe9ca0644a28baf407be41edce34,xbox-01,395,129,206268.02,112,339,876,1630,391.91827,2055.289,872,4,2055.289,570114.5,7,13,914,29,5865.698,799073.1,204,19,1206819.0,4808,42
0,SeaUlanUde,account.4ff7b2c3865441b797b2fa96905d7ad6,xbox-01,396,63,109979.05,113,204,646,878,300.91232,2190.049,904,6,2190.049,1159075.9,19,6,925,32,9418.861,1002721.7,248,11,2195190.0,4139,21
0,MY40CALGLOCK,account.f8753ff557ca4ca18f67d1c4b98b85c9,xbox-01,397,113,171550.44,119,275,1042,1345,261.71124,2035.986,998,3,2035.986,1339637.6,32,10,1031,22,19143.334,1152482.4,349,16,1760144.8,5129,33
0,b1ggusd1ckus98,account.eb991f048cd647ae8f1402c2cbea2c0a,xbox-01,398,53,108561.94,113,149,1170,931,232.88141,2195.117,1137,2,2195.117,1140333.5,26,9,1155,22,8481.674,1174266.0,212,5,1908553.1,6483,18
0,bigSimpin,account.838a72aad2db41aab8331b148ded7b5a,xbox-01,399,82,162084.4,108,334,919,1338,444.54364,2021.683,922,2,2021.683,739921.2,1,10,948,7,11374.065,919939.8,222,22,1403997.6,4239,26
0,papi04,account.f4f9dd429cb84573ad15c9172a4e997f,xbox-01,400,105,152547.92,94,324,1654,1210,293.31732,1982.76,1235,2,1982.76,325089.6,3,10,1245,17,9904.89,1046331.0,145,32,2022544.9,7069,10
0,jarles acre,account.7e35890a2131430d90d1bc66a97e1cb2,xbox-01,401,127,267492.62,110,455,1360,2306,405.48077,2077.552,1229,8,2077.552,704406.56,27,14,1264,29,5426.5264,967884.44,206,13,1720990.6,5560,35
0,aclichename,account.d07c2ac72d05451c9cc8ef0a5e7076f5,xbox-01,402,64,122181.95,66,278,2983,1027,392.97534,2185.409,1065,6,2185.409,621534.6,9,15,1082,28,5134.9795,873417.0,117,39,1144375.9,7002,17
0,MasterScammin,account.974b81508a9d4a5eb5b712e3e91863b7,xbox-01,403,76,122617.98,92,200,954,959,302.39053,2191.786,1012,5,2191.786,1658481.9,17,7,1029,17,4110.563,1073847.0,277,22,1261147.8,5964,17
0,Xsandr 123,account.d95cb093314946458e7e67e17342efff,xbox-01,404,106,302158.2,108,526,1155,2601,288.579,1973.341,1114,2,1973.341,380750.62,11,13,1127,12,3785.2747,906079.0,128,17,1531634.0,4693,13
0,JSpack777,account.a0dc6042744b4b959a69eabd3390bd9d,xbox-01,405,83,236408.08,115,392,1396,2009,294.95822,1970.447,1467,4,1970.447,359690.28,8,9,1476,28,1717.6548,1115687.2,213,2,1664604.8,6675,9
0,BriggsyD2669,account.2bba81229c08479ebed63b78cf33c530,xbox-01,406,93,143748.89,110,227,1329,1125,366.1567,2057.778,1175,2,2057.778,1186836.6,16,8,1193,38,11515.227,1075172.6,198,15,1989150.6,5289,18
0,zekwe77,account.3276286c29ba4d238cf9d5ecfc6b8456,xbox-01,407,52,109348.055,115,165,1005,809,139.18707,1966.194,1760,2,1966.194,504019.84,7,5,1761,26,8197.972,1436633.9,129,5,2588595.2,7047,1
0,BlessedCrib7555,account.a1e19c02c5ed42efbcde7b982d76d022,xbox-01,408,110,182489.16,114,347,2360,1444,531.25714,2094.852,1474,3,2094.852,941028.8,21,11,1483,33,10427.412,1428418.2,204,12,2600863.5,7965,9
0,MiltonFreedMen,account.a3dc1dca12f0409d880f711bc9012a4c,xbox-01,409,101,149503.6,86,276,1003,1246,380.38156,2195.066,716,2,2195.066,364095.28,4,9,746,12,11173.527,803471.44,236,9,1633117.5,3697,30
0,Dr Bc Charger,account.30100d1e411944e5addf298ef82cb120,xbox-01,410,114,191074.03,119,343,2135,1486,292.067,1983.603,2024,8,1983.603,1553349.8,89,11,2030,65,16769.385,1391785.2,137,68,1993947.0,9419,6
0,EROGhost3000,account.33a56ddee5334ff89087e77ada00ded8,xbox-01,411,84,98210.484,92,128,1065,769,203.70012,2183.615,920,2,2183.615,1916111.5,55,5,938,41,8360.126,1064998.2,301,21,1357254.6,4745,18
0,Demoboy420,account.9becdce35dd44598ad00ff6554e9e74a,xbox-01,412,24,61870.22,73,86,4990,460,190.0334,1955.129,1432,2,1955.129,1117281.1,24,6,1433,53,5966.3174,1218778.8,54,8,893603.6,3943,1
0,nmdhrm2513,account.856514dab8f642c7ac186d5b8b7c8744,xbox-01,413,89,160111.38,73,372,775,1304,558.5923,1998.751,628,4,1998.751,802377.6,20,13,645,15,6427.4043,612158.25,134,16,1061667.9,2544,17
0,ToneLocOG2tone,account.f9b3ed333673436ab404df68998be385,xbox-01,414,87,139140.48,85,301,1720,1168,304.6752,2180.025,692,9,2180.025,495790.03,17,12,710,22,8777.0205,678655.3,155,7,1299910.5,3982,18
0,Raoni ayrton ni,account.c1abf5b7e791411db133875a4d5b0aa5,xbox-01,415,73,158216.05,111,368,1229,1315,393.70862,2185.725,1217,6,2185.725,1366137.4,9,9,1243,23,19509.164,1192908.1,314,10,2175299.2,5007,26
0,Genius H Christ,account.71283dc6ef9b466c94afc46bf5ca6c78,xbox-01,416,132,234586.56,114,402,1650,1994,362.10767,2172.87,1144,3,2172.87,587945.5,13,16,1178,39,9676.321,870942.6,180,27,1564575.9,4977,34
0,Scotty2knotty,account.e04f8feda2cd43b2978d4ef40ecbf850,xbox-01,417,82,163515.34,87,306,1748,1388,909.08264,1997.408,1408,7,1997.408,533214.5,5,11,1416,25,12615.317,1159105.6,152,46,1716659.1,7613,8
0,GAMBIT9090,account.b1044f7951394c4c90df8ad4b9315821,xbox-01,418,67,119208.92,114,312,581,1121,258.05258,2188.315,1680,2,2188.315,3694806.0,43,8,1775,73,6215.3926,1398054.9,364,83,1375875.6,3823,96
0,ANTONIO MCMLXXV,account.352f6737357d4ae39064af8e065d7633,xbox-01,419,92,151745.11,108,280,817,1273,315.8092,1980.666,666,2,1980.666,1134362.0,23,9,718,13,2569.5088,904686.06,286,39,1020080.6,5091,52
0,Spindola34,account.aa535ae4474e46e383b90b93b0155b71,xbox-01,420,70,100142.3,101,179,1882,795,377.89456,2146.467,727,5,2146.467,818614.44,13,8,742,29,20372.764,882589.4,257,17,1251590.0,5522,15
0,X Cpt Boom,account.cd6a378cc38d46b0b59f4e73d38cb6d9,xbox-01,421,123,229447.34,100,517,1478,1800,551.31744,2188.915,1085,3,2188.915,785141.25,12,13,1111,22,5495.2173,899462.2,174,15,1343210.1,4960,26
0,Time2kill4real1,account.e62ee2e207ba4257885c95e2a2bb4d9f,xbox-01,422,97,142596.62,113,214,2401,1202,367.7687,2193.925,774,2,2193.925,534920.94,5,10,808,11,13772.61,932065.44,271,6,1620488.8,4993,36
0,PeterParker88,account.2cfb80618da84da9ae7f79035b0c7104,xbox-01,423,97,175283.98,93,294,1760,1494,220.21054,1963.612,1554,5,1963.612,2114658.2,76,10,1578,57,17454.188,1130468.2,198,57,1727990.8,4298,24
0,Ristoff Dervish,account.d8aeadd6b1164474a195f7c631e8c31d,xbox-01,424,96,221217.78,115,412,3043,1805,388.50818,1997.724,1833,3,1997.724,1757698.8,27,10,1852,31,12348.032,1361406.8,199,62,2096903.8,9214,19
0,GanjaAndBeer,account.6aff129f7ead4fbaaba6df7b2ada4082,xbox-01,425,88,125645.305,104,253,985,955,290.40134,2015.55,901,2,2015.55,463170.5,5,7,920,10,12020.355,997923.06,246,4,1502704.0,3587,19
0,MadMoff31,account.3a92553617314e7eab6648eea2a4c56b,xbox-01,426,77,123736.08,80,203,946,900,367.6346,2192.108,889,2,2192.108,2716869.0,14,6,905,33,3768.7104,983026.94,254,56,1147548.2,3316,16
0,DatedRobin8,account.2eba623e45414a3481927754064281a8,xbox-01,427,86,94294.164,93,141,1098,691,417.0098,2174.614,1094,2,2174.614,1906637.2,45,5,1101,48,24677.768,1156470.4,184,69,1113646.4,4810,7
0,I am legend6997,account.bf204560d47a4310885b4787d290cf14,xbox-01,428,195,338348.0,86,598,2498,2795,344.9171,1980.244,2695,8,1980.244,931897.44,40,12,2705,35,14922.283,1749978.5,210,7,2715107.0,12323,10
0,TerpSauce 710LV,account.c1e11829e96d4a64a1c30b05180a21c0,xbox-01,429,70,104008.98,68,157,813,847,328.4946,1990.284,887,6,1990.284,1116441.6,17,7,898,36,5878.8765,715183.7,141,23,821768.94,3628,11
0,thanx4trying,account.cf562e3d1500495c840ff69803364a1b,xbox-01,430,64,116059.09,116,189,933,932,375.63187,2104.66,1155,5,2104.66,5992957.5,243,9,1171,99,20546.855,994306.3,167,28,1180258.1,4023,16
0,BURNO DOWN,account.7a287e1997284d988d7109a8b44507f0,xbox-01,431,135,213574.34,103,444,2795,1708,366.96332,1980.0,1740,2,1980.0,1532101.0,71,8,1752,38,4846.4727,1460527.0,223,73,1924461.8,10768,12
0,Bigdawg3725,account.8911cd43e80e4697a130ffd2ec47ee11,xbox-01,432,97,154634.9,110,268,1020,1272,409.5921,1984.117,1320,3,1984.117,2338030.2,52,10,1330,33,5648.705,1231199.1,211,52,1740938.9,7131,10
0,mr muffin 951,account.f494dc3549694c8bac1e2a6799f581a4,xbox-01,433,93,145842.42,89,191,1859,1208,294.84894,2080.292,1241,2,2080.292,1366695.9,31,8,1252,31,5653.3086,1274946.2,234,9,1247001.0,7413,11
0,BIGGUSx64,account.26132aa0acb54db98db91743e2eac630,xbox-01,434,43,82817.61,92,135,3153,678,285.1835,2188.283,1342,5,2188.283,1714845.8,46,11,1345,52,25419.25,1304294.8,135,9,1922732.5,7283,3
0,HUMPHAMM3R,account.92c0c0fe80fd406ba5f3bebe528a8d05,xbox-01,435,97,178859.4,103,316,854,1513,326.47888,2182.079,694,3,2182.079,485298.4,9,9,782,4,5775.7236,793023.75,228,37,1075008.8,4388,89
0,ISHKALAD,account.7abd9b1d6906421e94cdc438ae1a1574,xbox-01,436,108,177338.17,69,446,1028,1523,451.21802,2199.304,536,3,2199.304,1251095.8,15,11,605,8,11649.164,771045.7,258,17,1225261.4,4038,69
0,BiannualMars5,account.9699c9ae2351470bb0d5dceab52d5ee4,xbox-01,437,73,128438.85,111,292,2858,964,278.39624,1974.09,2460,6,1974.09,2300827.8,35,8,2461,51,15750.517,1631611.1,115,47,2435241.8,9484,1
0,Magnavox TV,account.b90676a6b006467da0e5ebae4f7b77e7,xbox-01,438,100,118948.43,120,269,1057,921,472.98154,2174.173,981,4,2174.173,2271377.8,40,9,1001,31,11027.655,1247720.8,338,16,1932189.6,4614,20
0,Dark Seaturtle,account.4762d38f4e534a0e9aebbc4b4dd4fce5,xbox-01,439,100,164063.0,67,269,2002,1351,317.96432,2165.923,1173,3,2165.923,1655169.8,40,9,1207,50,16057.413,1219783.1,326,49,1672556.6,7474,34
0,wiLDmAn326,account.de9c6d85df3f476ab93a5571155d147a,xbox-01,440,75,181613.9,112,353,1422,1514,247.68985,2152.049,1633,2,2152.049,1255128.6,21,9,1652,59,5900.2114,1126722.5,206,20,1536805.9,7913,19
0,welderbdm,account.f91e7a66c4f0444db2e0bf1561e6bf36,xbox-01,441,148,244521.83,106,467,1333,2112,313.9821,2178.646,726,3,2178.646,1349202.4,30,13,822,18,6337.485,871975.2,317,79,1293108.1,3921,96
0,MajorStinkee,account.4505d1abd5524bb5bab14d1419a3b972,xbox-01,442,97,120984.34,118,163,694,957,295.4326,2193.65,1040,2,2193.65,2233097.8,33,9,1068,32,8560.259,1196005.0,278,19,1426707.9,5218,28
0,nzKolosus,account.8c7a04ad456f4bd88f1755f48d849882,xbox-01,443,137,233086.02,78,456,763,1951,384.14145,2177.717,449,4,2177.717,648652.6,3,13,538,2,1323.4915,702115.4,270,34,1150278.4,3277,89
0,TrendKiller1977,account.bde06b28a2434ecab023119413356e93,xbox-01,444,89,121388.086,89,195,778,910,260.41388,2054.276,929,2,2054.276,423126.84,4,9,936,15,11010.348,925342.5,199,7,1213208.8,3396,7
0,kirbdre4,account.e89fca298bee4f7f926e1e0d18614825,xbox-01,445,103,170683.81,98,229,1634,1371,446.6953,2177.647,1389,2,2177.647,813019.25,17,7,1400,40,3697.6218,1277692.6,204,18,1431395.4,7377,11
0,JohnnyBBad6669,account.8be90222c80d474baa126f27336a12c5,xbox-01,446,55,71542.734,111,109,4521,545,282.51056,1986.944,1474,2,1986.944,1351794.5,26,5,1478,63,22001.127,1385568.8,162,94,1919498.6,9577,4
0,BLACKHAWK110268,account.fe986ac62f1848c4b6da2aa2aa421a2b,xbox-01,447,118,173201.94,104,326,1032,1295,404.20135,2176.91,1322,6,2176.91,678960.25,26,14,1331,39,8834.595,1145953.0,130,36,2009348.8,6183,9
